video_id,video_title,video_description,published_at,category_id,channel_id,channel_title
56cYld7I6qo,ESPECIALISTA FALA SOBRE NOVAS REGRAS PARA RECEBER O BPC E APOSENTADORIA POR IDADE,Assista: PUC HD » Canal 24.1 NET SD » Canal 22 - NET HD » Canal 695 VIVO TV - SKY HD - CLARO TV » Canal 324 Telefone: ...,2024-12-17T17:46:17Z,25,UCBx_CluVFNvy0TXsmNBZ-ow,PUC TV GOIÁS
T5UEHMBYd9E,Trump ameaça aplicar tarifas contra União Europeia | LINHA DE FRENTE,"O presidente eleito dos Estados Unidos, Donald Trump, ameaçou a União Europeia com tarifas caso os países do bloco não ...",2024-12-20T18:57:58Z,25,UCP391YRAjSOdM_bwievgaZA,Jovem Pan News
Ny462fuzIXM,Mansueto Almeida analisa pacote fiscal de Haddad | WW,"Durante participação no WW, Mansueto Almeida, economista-chefe do BTG Pactual, comentou o pacote fiscal do ministro da ...",2024-12-19T12:54:19Z,25,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil
svDm_NlqVIQ,Trump issues middle of the night threat to Liz Cheney,"A House Republican report on the January 6, 2021, US Capitol riot concluded that former GOP Rep. Liz Cheney should be ...",2024-12-18T13:17:01Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
x6UiRCXZG4A,“México no será tercer país”; asegura experta tras amenazas de deportaciones de Donald Trump,"Ana Leroy, analista en asuntos internacionales, analiza las implicaciones de las deportaciones masivas que Donald Trump ...",2024-12-18T15:29:06Z,25,UC7E9Dj_lmrJdDrH2Bg7rNqQ,El Heraldo de México
EQJugssfJIA,"Braga Netto vai alegar direito adquirido para ter morte ficta e receber pensão, analisa especialista","Acompanhe o UOL News 2ª edição desta terça-feira (17) com o que é assunto no noticiário de política, internacional e mais.",2024-12-17T21:33:14Z,25,UCVFbXI6Gu8U2f9Gjtxw4A-Q,UOL
jrRow5ao6So,"GUEDES x HADDAD, por que o DÓLAR hoje preocupa mais? Viramos TURQUIA?","Conheça o Follow the Money: https://liberta.click/follow_the_money Com o dólar atingindo novas máximas todo os dias, parece ...",2024-12-18T20:52:11Z,25,UCLJkh3QjHsLtK0LZFd28oGg,Fernando Ulrich
cnqoBoE21lI,‘We’ve got a plan’: Speaker Johnson on spending deal,House Speaker Mike Johnson told reporters he has a plan for the GOP spending bill and is expecting to vote again this morning.,2024-12-20T14:02:43Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
tL75OT8O7lE,House avoids government shutdown after GOP chaos,The Republican-controlled House on Friday evening passed a short-term bill to avert a government shutdown. MSNBC's Ari ...,2024-12-20T23:35:50Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
P0HbPgg30Iw,Trump ameaça taxar Brasil mais uma vez,"Donald Trump, presidente eleito dos EUA pelo Partido Republicano, disse que aumentará a taxação para países que possuem ...",2024-12-17T14:24:37Z,25,UCLHIUIBIid6qpljFBWEOHSw,AuriVerde Brasil
MgB_S7WZfVM,Lawrence: The weakness of Elon Musk and Donald Trump has now been fully exposed to the GOP,Donald Trump and Elon Musk's threats meant nothing to the 38 Republicans who voted against their spending bill. MSNBC's ...,2024-12-20T04:55:07Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
toXW94Wd5KI,"‘Fear, intimidation’: Raskin criticizes Republicans trying to &#39;make an example&#39; out of Liz Cheney","In a new report, House Republicans say former Congresswoman Liz Cheney should face investigation over her work on the Jan.",2024-12-19T06:15:27Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
BjnLn0F5wfc,Chris Matthews: &#39;This clown&#39; Elon Musk knows nothing about government,The House rejected a bill Thursday to keep the government funded temporarily after Republican leaders reneged on an earlier ...,2024-12-20T14:09:34Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
RYMn2CnsbmY,Poilievre calls on Gov. Gen. to recall house for confidence vote against Trudeau,Conservative Party Leader said he will call on the Canada's Governor General to recall the house for a non-confidence vote ...,2024-12-20T20:10:02Z,25,UCi7Zk9baY1tvdlgxIML8MXg,CTV News
QYaWNVFTP3M,Gleisi Hoffmann defende política econômica de Lula e menciona &quot;herança maldita&quot; de Bolsonaro,"Gleisi Hoffmann, deputada federal pelo PT, usou seu espaço no plenário da Câmara para defender a política econômica de Lula ...",2024-12-19T15:30:08Z,25,UCx7Ohl0Ln516T5pu5M8_SMA,O TEMPO
EXWa08U-zn4,Rachel Maddow on Tulsi Gabbard: Six things about Trump&#39;s pick for director of national intelligence,How much will Americans get to know about the people Donald Trump is choosing to run the U.S. government? In the absence of ...,2024-12-20T03:45:38Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
EIXKZFmAXFI,Caso Matheus: vizinho se torna principal suspeito da morte de garoto no interior paulista,"A polícia prendeu um vizinho da família de Matheus Bernardo, de 10 anos, encontrado morto em Assis, no interior paulista, após ...",2024-12-18T18:26:53Z,25,UCqZN-NqgP7bhbctbyThSVUA,Balanço Geral
XFMskSChofM,Is Biden &#39;quiet quitting&#39; in his final days in the White House?,"With just weeks left at 1600 Pennsylvania, President Joe Biden has largely been missing from the public eye. The Wall Street ...",2024-12-20T11:45:03Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
k5GWT8zk2Hk,Lawrence: Trump has realized how Joe Biden boxed him in on the debt ceiling,"MSNBC's Lawrence O'Donnell explains why if the government goes into shutdown again, it could be best described as the ...",2024-12-19T04:46:25Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
w5leUJZyZ6o,"This is the greatest presidential fraud and deception since Wilson, scholar argues",Hoover Institution senior fellow Victor Davis Hanson reacts to administration insiders exposing the 'diminished' president on ...,2024-12-20T09:15:04Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
XlY6CzfN7k8,‘Stunning reversal’: Matt Gaetz lashes out after House ethics panel votes to release report,"Ali Vitali, NBC News Capitol Hill Correspondent, Marc Elias, Voting Rights Attorney, and Michael Steele, Host of the “The ...",2024-12-18T23:17:37Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
IeYB_Hmsu84,"Germany Election: AfD Candidate Alice Weidel on Election, EU, Trump, Energy","Alice Weidel, the candidate from the far-right Alternative for Germany (AfD), sits down for an interview with Bloomberg's Oliver ...",2024-12-19T06:57:03Z,25,UCIALMKvObZNtJ6AmdCLP7Lg,Bloomberg Television
jqMselMtJSo,Putin fizzes as fearless journalist says ‘you’re weaker than Trump’ in front of stunned Russians,"THIS is the powerful moment a British journalist bravely challenges Vladimir Putin and labels him as a ""weaker leader"" than ...",2024-12-20T16:00:43Z,25,UCIzXayRP7-P0ANpq-nD-h5g,The Sun
QE-heD1W-dk,House votes to avoid government shutdown and approves bipartisan funding bill,Days of chaos and uncertainty on Capitol Hill appear to be winding down. A bill backed by President-elect Trump to keep the ...,2024-12-20T23:23:45Z,25,UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour
fkAg2F0TI44,"Liz Cheney hits back after Trump, House GOP target her over Jan. 6th Committee work",Senator Chris Murphy (D-CT) joins Nicolle Wallace on Deadline White House to discuss the threats made by President-Elect ...,2024-12-18T21:53:46Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
iWFEC94DK-s,"Elon Musk triggers fury of Hillary, Dems",Fox News contributor Charlie Hurt joined 'America's Newsroom' to discuss the latest on the spending bill battle in Congress as ...,2024-12-20T17:15:01Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
S-d8Zqiidh8,NBC News questions Vladimir Putin at yearly conference,Russian President Vladimir Putin at his annual news conference and call-in show Thursday responded to questions from NBC ...,2024-12-19T13:40:11Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
ft05C69djsk,Comer Hit with BRUTAL Fact-Check on Live TV… Can NOT Recover,"CNN's Pamela Brown didn't hold back during her interview with Rep. James Comer (R-KY) on Wednesday, following the guilty ...",2024-12-20T13:00:54Z,25,UCuMo0RRtnNDuMB8DV5stEag,Rebel HQ
zZMXXRJuvmk,"Las noticias de la mañana, viernes 20 de diciembre de 2024 | Noticias Telemundo",Video oficial de Noticias Telemundo. Quedan menos de 24 horas para que el Gobierno federal se quede sin presupuesto y cierre ...,2024-12-20T13:20:22Z,25,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo
9sBnjjvqjNs,Honig explains why Georgia DA Fani Willis was disqualified from prosecuting Trump,A Georgia Court of Appeals disqualified Fulton County District Attorney Fani Willis from prosecuting the case against ...,2024-12-19T16:04:57Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
Rhpx578cQ8I,"Top U.S. &amp; World Headlines — December 20, 2024",Support our work: https://democracynow.org/donate/sm-desc-yt Democracy Now! is an independent global news hour that airs on ...,2024-12-20T15:48:39Z,25,UCzuqE7-t13O4NIDYJfakrhw,Democracy Now!
EP7KP1b-ZXA,Lawrence: Trump pick Musk hasn&#39;t promised to stop drug use which violates his top security clearance,"MSNBC's Lawrence O'Donnell discusses the people Donald Trump wants to serve in his administration, they include Elon Musk, ...",2024-12-18T04:36:02Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
EP7KP1b-ZXA,Lawrence: Trump pick Musk hasn&#39;t promised to stop drug use which violates his top security clearance,"MSNBC's Lawrence O'Donnell discusses the people Donald Trump wants to serve in his administration, they include Elon Musk, ...",2024-12-18T04:36:02Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
CaNIMtVDus4,"Democrats mock Trump, joke about ‘President Musk’ in social posts",House Speaker Mike Johnson was forced to scrap a bipartisan government funding plan after President-elect Donald Trump and ...,2024-12-19T17:59:28Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
IPpSWhXWY8g,Canadian official threatens to cut off energy to the United States,Canada could retaliate against President-elect Donald Trump's threatened tariffs by shutting down energy flows to the United ...,2024-12-18T02:00:11Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
UvHBJo1fNc0,Jeff Bezos se reúne con Donald Trump en Mar-a-Lago,"El fundador de Amazon, Jeff Bezos, se reunió en Mar-a-Lago con el presidente electo de EE.UU., Donald Trump, después de que ...",2024-12-19T19:30:06Z,25,UC_lEiu6917IJz03TnntWUaQ,CNN en Español
wzGx4Ol25mo,"O’Leary: We’re seeing a ‘new Trump 2.0… for the next two years, Trump reigns supreme’",O'Leary Ventures Chairman Kevin O'Leary reacts to a potential delay on a third continuing resolution vote and lawmaker calls for ...,2024-12-20T17:30:09Z,25,UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business
i8tFZVrUQdw,Political Instability in France and Germany Threatens EU&#39;s Future | Vantage with Palki Sharma,Political Instability in France and Germany Threatens EU's Future | Vantage with Palki Sharma German chancellor Olaf Scholz's ...,2024-12-17T17:35:00Z,25,UCz8QaiQxApLq8sLNcszYyJw,Firstpost
9T8vLUBhCkI,"&#39;You&#39;re A Political Extremist, Aren&#39;t You?&#39;: John Kennedy Goes Scorched Earth On Democrats&#39; Witness","At today's Senate Budget Committee hearing, Sen. John Kennedy (R-LA) grilled Dr. Benjamin Keys, Professor of Real Estate and ...",2024-12-18T16:15:08Z,25,UCg40OxZ1GYh3u3jBntB6DLg,Forbes Breaking News
Ff-UkW7b39Q,Dozens of Republicans REJECT Trump-backed spending bill,"Rep. Ralph Norman, R-S.C., joined 'Fox & Friends First' to discuss why he rejected the Trump-backed spending bill as the ...",2024-12-20T11:15:01Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
mbx4in0AwLQ,House votes down Republican bill to avert shutdown on eve of the deadline,The House rejected a bill Thursday to keep the government funded temporarily after Republican leaders reneged on an earlier ...,2024-12-20T12:34:47Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
Dpbevj9b0Pk,"Top U.S. &amp; World Headlines — December 19, 2024",Support our work: https://democracynow.org/donate/sm-desc-yt Democracy Now! is an independent global news hour that airs on ...,2024-12-19T16:45:21Z,25,UCzuqE7-t13O4NIDYJfakrhw,Democracy Now!
Xnik_snSU2w,DÓLAR DISPARA E MERCADO APOSTA NO PACOTE DE GASTOS APÓS INTERVENÇÃO DO BANCO CENTRAL,"Apenas a intervenção do Banco Central não foi suficiente para frear a disparada do dólar, e, com isso, o mercado está de olho no ...",2024-12-17T13:43:15Z,25,UC9T0ZAarQHL4cJGFzORVsFg,Itatiaia
P2WWBSq_8Kw,Twist! New plan to checkmate Trump’s &#39;revenge&#39; cases before they start — Biden can act alone,"Donald Trump has been increasingly explicit about pursuing his ""enemies list,"" including potentially abusing power to target ...",2024-12-18T00:30:40Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
gAFHcqWiM_g,How the killing of Russian general impacts Putin&#39;s leadership | DW News,Ukraine has claimed responsibility for the killing of a high-ranking Russian general in Moscow. Lt. General Igor Kirillov and his ...,2024-12-17T18:06:57Z,25,UCknLrEdhRCp1aegoMqRaCZg,DW News
WLq_8ecdRnU,House Ethics Cmte. to release Gaetz report,The House Ethics Committee is set to release their report on former Rep. Matt Gaetz. NBC News correspondents Ryan Nobles ...,2024-12-18T16:44:47Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
TvcaQUKFyy4,Judge Jeanine: Biden gets revenge by pushing ban on Pelosi&#39;s favorite hobby,'The Five' co-hosts react to President Biden's calls to ban congressional stock trading and why the Democratic Party is in ...,2024-12-18T23:45:00Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
VqvowV3cS1s,"2024 Year in Review: Presidential election, Trump, drones, severe weather, brat summer, and more",Rewinding 2024 with the ultimate mashup of the year's major events. » Subscribe to NBC News: ...,2024-12-20T00:00:21Z,25,UCeY0bbntWzzVIaj2z3QigXg,NBC News
JJz9dROSnYc,Sheinbaum responde a amenzas de Trump sobre el muro fronterizo,"Claudia Sheinbaum reafirmó que su política migratoria se centrará en atender las causas que originan la migración, en lugar de ...",2024-12-17T15:53:30Z,25,UCzmd9Aj2wmPggWZJpLdBB8Q,Grupo Fórmula
kcPwIHU2QDc,Lo mejor de Noticias Univision de la mañana | martes 17 de diciembre de 2024,"Dos estudiantes se encuentran en estado crítico tras el tiroteo en una escuela cristiana en Madison, Wisconsin. En otras noticias ...",2024-12-17T12:41:57Z,25,UC32TdiIsh_5X8tKr_9rKQyA,Univision Noticias
i9pznmBooVk,Better for the billionaire: Rachel Maddow on the fallout when the presidency caters to billionaires,Rachel Maddow looks at the history of crashes by Tesla's auto pilot-driven cars and the sudden priority the Trump transition team ...,2024-12-17T06:50:40Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
6cZ9UCPaF2s,&#39;An impasse&#39;: House rejects second GOP funding bill,"With one day until funding runs out, 38 Republicans joined the majority of House Democrats to vote down a bill to avert a ...",2024-12-20T05:05:07Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
dTEa7aiOdKw,BREAKING: DA Fani Willis disqualified from Georgia Trump case,UC Berkeley Law professor John Yoo joined 'America's Newsroom' to discuss his reaction to Willis' disqualification and what it ...,2024-12-19T15:20:13Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
vuAnMOZCEIc,Governo Lula e mercado vivem embate em meio à votações | Jornal Gente,Executivo corre para aprovar projetos no Congresso.,2024-12-18T11:49:51Z,25,UCF453hXTROcm9CfCERYUjtQ,Rádio Bandeirantes
1PHBpcQskRU,Senador bolsonarista defende decisão de Dino que restringe emendas parlamentares | O POVO News,Senador bolsonarista defende decisão de Dino que restringe emendas parlamentares. #noticias #política #flaviodino O programa ...,2024-12-18T12:40:11Z,25,UCj-RTZE-V3Q6jleatRR9k2A,O POVO
j49o26m584I,Trump praises DA Fani Willis&#39; election case disqualification: &#39;Disgrace to justice&#39;,Former Assistant District Attorney Phil Holloway joined 'The Faulkner Focus' to discuss his take on Willis' disqualification and ...,2024-12-19T17:00:48Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
Up0lMvEMrfQ,🚨 SURPRISE update in Trump’s Georgia trial appeal,Legal Breakdown episode 432: @GlennKirschner2 discusses the Georgia Court of Appeals rejecting Fani Willis' bid to prosecute ...,2024-12-20T16:00:34Z,25,UCQANb2YPwAtK-IQJrLaaUFw,Brian Tyler Cohen
HWNia39gHkM,&#39;WE WON&#39;: Trump lawyer accuses Judge Merchan of &#39;disregarding&#39; SCOTUS,Incoming counselor to the president Alina Habba reacts to Judge Merchan's Trump immunity ruling on 'The Evening Edit.,2024-12-18T09:00:14Z,25,UCCXoCcu9Rp7NPbTzIvogpZg,Fox Business
mQZLfRREmz4,‘He won overwhelmingly’: Romney reflects on Trump’s election win,CNN's Jake Tapper sits down with Senator Mitt Romney in an exclusive interview discussing his decades-long political career and ...,2024-12-15T17:15:58Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
4Tqk7G4XHCg,PAPO DE POLÍTICA -  AS PRINCIPAIS NOTÍCIAS DA POLÍTICA DE CAMPO LARGO,Papo de Política: Tudo o que acontece nos bastidores políticos de Campo Largo! 🗳️ Quer saber o que realmente está ...,2024-12-17T19:28:59Z,25,UC796LDcsTXJbt6rIt4-AwVg,Tv Campo Largo
TrOrniLGjpg,Mozambique: Mondlane Threats Of Chaos &amp; Disorder Over Court Verdict On Election | Firstpost Africa,Mozambique: Mondlane Threats Of Chaos & Disorder Over Court Verdict On Election | Firstpost Africa Tensions continue to ...,2024-12-17T15:34:51Z,25,UCz8QaiQxApLq8sLNcszYyJw,Firstpost
UYE_rpHo-do,Incoming Trump admin issues FIERY demand to Republicans: &#39;Call their bluff&#39;,The 'Outnumbered' panel discusses how the incoming Trump administration is fighting back against the massive spending bill as ...,2024-12-19T18:30:31Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
rYOhOlym0Q4,Mourão pede autorização ao STF para visitar Braga Netto e fala em &#39;ditadura da toga&#39;,Assista ao programa na íntegra no link abaixo: https://www.youtube.com/live/OLpjKBdph5A?si=m_HcE1VZb5hL-S41 Programa ...,2024-12-18T23:15:02Z,25,UCBQAI1ZhurW3nbtJR-gBBZg,Revista Oeste
2DGoN9qo6OA,"In reversal, key House panel votes to release Matt Gaetz ethics report",The House Ethics Committee secretly voted earlier this month to release its report into the conduct of former Rep. Matt Gaetz ...,2024-12-18T14:52:21Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
K0IrkKawzRA,Democrat TORCHES Kamala Harris Over Plans To Run AGAIN,"DNC fundraiser Lindy Li said the Democratic party is suffering from ""delusions"" if they think Vice President Kamala Harris should ...",2024-12-20T06:45:01Z,25,UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks
1Jjmnotzqa4,&#39;Firewall for freedom&#39;: The plan to protect U.S. democracy from Donald Trump,"As American oligarchs line up to reap the benefits of ingratiating themselves with Donald Trump, Trump is growing increasingly ...",2024-12-17T07:19:06Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
_yqBf3SpkW8,Gingrich: Trump may have broken Justin Trudeau,Former House Speaker Newt Gingrich discusses Vice President Kamala Harris' recent appearance and how she reminded ...,2024-12-18T16:15:02Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
5flZd0iCbtw,How Elon Musk is influencing the government shutdown,The Biden administration is putting the onus on Congress to reach a funding deal that can pass with just days before a possible ...,2024-12-19T01:40:54Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
q0lSiQw4hBU,MVD Noticias - Columna política - Gabinete 2025-2030,Algunos aspectos a analizar sobre el gabinete ministerial designado por el presidente electo Yamandú Orsi: ➡️Paridad.,2024-12-16T23:16:37Z,25,UCcEFFCUo9fD5DK1FcclyKUA,TV Ciudad
KN1TZw-WOUQ,JUST IN: 3rd impeachment complaint vs. VP Duterte being filed at lower House | ANC,Dateline Philippines: A third impeachment complaint against Vice President Sara Duterte now in the process of being filed at the ...,2024-12-19T05:13:03Z,25,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7
RUH__BD6miY,"Elon or Vivek should take over as House speaker, says senator","Sen. Mike Lee, R-Utah, joined 'Jesse Watters Primetime' to discuss why he thinks Elon Musk or Vivek Ramaswamy should take ...",2024-12-20T14:15:04Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
UuiPdtWhhkI,Putin taunts the West over Russia’s hypersonic missile capability in news conference,"Russian President Vladimir Putin said he had not spoken to US President-elect Donald Trump in over four years, but was “ready” ...",2024-12-19T15:30:28Z,25,UCupvZG-5ko_eiXAupbDfxWw,CNN
74Qk4pM7Lzs,Texas Gov. Greg Abbott on new effort at border : FULL NEWS CONFERENCE,Texas Governor Greg Abbott was in Eagle Pass on Thursday to talk about a new effort at the Texas-Mexico border that includes ...,2024-12-19T21:53:01Z,25,UCruQg25yVBppUWjza8AlyZA,FOX 4 Dallas-Fort Worth
wLwMW-CBg7Q,&quot;Do Not Obey in Advance&quot;: Timothy Snyder on How Corporate America Is Bending to Trump,"Support our work: https://democracynow.org/donate/sm-desc-yt We speak with Yale historian and author Timothy Snyder, ...",2024-12-20T15:54:35Z,25,UCzuqE7-t13O4NIDYJfakrhw,Democracy Now!
i5i4iDCkbSI,Lawrence: Trump will no doubt be taking credit for Biden’s economic policies,MSNBC's Lawrence O'Donnell compares President Biden's economic policies - which will continue to grow the economy for many ...,2024-12-17T05:08:21Z,25,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC
O1MYVHEmTo0,&#39;SORE LOSERS&#39;: Dems move to abolish Electoral College after Trump win,'Outnumbered' panelists weigh in after Democratic senators attacked the Electoral College as 'outdated' and 'undemocratic.,2024-12-18T22:15:00Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
7opZCodIfLw,New House vote on government shutdown expected after Trump interfered with Johnson&#39;s plan,The House of Representatives is expected to vote Friday afternoon on a bill that could extend funding for the government past the ...,2024-12-20T20:33:59Z,25,UC8p1vwvWtl6T73JiExfWs1g,CBS News
qMbvovkAsiw,Trump team TORCHES Elizabeth Warren after Elon Musk criticism: &#39;Mic drop&#39;,'Outnumbered' panelists weigh in after the Trump team traded jabs with Elizabeth Warren over billionaire Elon Musk's incoming ...,2024-12-18T21:30:07Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
5w6tS4pVEbY,Gov. Greg Abbott unveils new border security strategy to deter migrants,"Gov. Greg Abbott, R-Texas, announces a new border security strategy to deter migrants from making the dangerous journey to ...",2024-12-19T19:22:51Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
q3tIucBUV2s,&#39;The Five&#39;: Fani Willis is off the Trump case!,'The Five' co-hosts react to Fulton County District Attorney Fani Willis and her team being removed from the Trump election case ...,2024-12-20T01:15:02Z,25,UCXIJgqnII2ZOINSWNOGFThA,Fox News
bc_FhOhyRr0,SHOCKING! Report Reveals MAJOR COVER-UP On Biden&#39;s Mental Decline: WSJ,Amber Duke and Kevin Walling react to a new Wall Street Journal report that the White House covered up fears about President ...,2024-12-20T16:27:56Z,25,UCPWXiRWZ29zrxPFIQT7eHSA,The Hill
OZp_ZF1NDUM,"Will PM Trudeau resign? Sun political columnist Brian Lilley offers his thoughts  l Dec 17, 24 l BCN","Aired on: Tuesday December 17, 2024 The BIG news that has a lot of Canadians talking right now is the resignation of Chrystia ...",2024-12-17T22:26:37Z,25,UCOfgXq5FloMZZmzvdPgYhUw,Bridge City News
EvSED5Tux9Q,DIY - Como Fazer um Anjo de Natal Estilo Boho com Papelão,"DIY - Como Fazer um Anjo de Natal Estilo Boho com Papelão Neste vídeo, você vai aprender a criar um lindo anjo de Natal no ...",2024-12-18T23:00:13Z,26,UClzReSVirXlzfOO1u1R9UXg,BiaEnsina
4AqL8PcAlE4,COMO FAZER EDIT DE FUTEBOL NO CAPCUT | Versão 12 | Passo a Passo,Salve minha tropa!No tutorial de hoje você vai aprender a como fazer edit de futebol no capcut passo a passo versão 12 vamos ...,2024-12-15T14:00:05Z,26,UCoDM6n0K4n0w1YDVr2wUNgQ,Tropa Mobile
A8Yx3eTVzxQ,Está acumulando roupas que nem usa? Vamos mudar isso! #estilo #consultoriadeimagem #moda,"Se o seu guarda-roupa está cheio, mas você sente que nunca tem nada para vestir, meu ""E-book: Como se vestir bem todos os ...",2024-12-15T15:00:15Z,26,UCCZ8WBRcpJuRXJGBlAGoKSA,Camila Rocha
dEJXq7tf71E,"Como montar um GUARDA-ROUPA VERSÁTIL, e sempre ter looks!",Quer montar seu próprio guarda roupa inteligente? Saiba mais: https://tinyurl.com/mws6brxx Você já teve aquela sensação de ...,2024-12-17T21:00:24Z,26,UCrjiayQKT5wQBzfyEBUC1Nw,Patricia Alvarenga
stQaIkaI5T8,COMO FAZER THUMBNAIL estilo CANAL DE OPINIÃO no Alight Motion |Yaszr,"Nesse vídeo ensino a vocês a como fazer thumbnail estilo canal de opinião no alight motion, passo a passo! Inscreva-se❤️ ...",2024-12-15T15:00:59Z,26,UCrdS1j4voPNYGnwCUweJ5Vw,Yaszr
cQxdSiUmmM8,Tutorial Como Fazer Lyrics Vídeo Aesthetic VHS no ( Alight Motion &amp; Capcut ),"Tutorial como fazer lyrics vídeo aesthetic vhs, para quem me pediu... Transição do texto: 04:08 Efeito glow: 09:53 Efeito olho de ...",2024-12-20T15:15:02Z,26,UCqym5pTNRwBoMglWe1hAuZQ,Leodit
psxPN5RmGw8,Revista Avon Casa &amp; Estilo Ciclo 04/2025 @AvonBR,"Canal no WhatsApp sobre consultoria, beleza, imagens e achadinhos Segue lá ...",2024-12-16T12:23:10Z,26,UCM72NaGQSDZjb4XESzAeB4w,Cris Nunes
Sp_F5UrwSlE,7 Dicas INFALÍVEIS para NÃO ERRAR mais nas Compras das suas Roupas,No vídeo de hoje im mostrar dicas que me ajudam na hora de comprar as minhas roupas. Espero que gostem. Bjão🥰 😍 Visite a ...,2024-12-17T21:00:15Z,26,UCWANASdLr0WweKOuZuydFzA,Só saias
hnK5UgE-jDY,ROUPAS QUE ACABAM COM O VISUAL CHIQUE,"CONSULTORIAS, MENTORIAS, CURSOS: http://estilosemregras.com LIVRO: https://a.co/d/4x19dDf PALESTRAS: ...",2024-12-17T22:00:23Z,26,UCCGy4MqnwR2rhIJbHjqlx0A,Estilo Sem Regras - Karol Stahr 
leaDqiQDSyk,Este Nicho de Oração Bíblica está Explodindo no Tiktok!,Descubra o passo a passo para criar vídeos no estilo bíblico que estão bombando no TikTok! Quer aprender como fazer Jesus ...,2024-12-18T14:28:57Z,26,UC3FYCVPb10UAYZ3Ida3TZyQ,You Ensina
HTFZeVFDEVw,COMBINAÇÕES DE ROUPAS QUE DEIXAM SEU CORPO FEIO I Lê Oliveira cruz,COMBINAÇÕES DE ROUPAS QUE DEIXAM SEU CORPO FEIO Claro que existem combinações de roupas que deixam nosso ...,2024-12-15T14:45:01Z,26,UCRSEMv7HKosvN1JnhKIXTDQ,Letícia Oliveira Cruz
VyShHeJLwy4,Mala Otimizada O Segredo para Viajar Leve e com Estilo | Por Vivi Cardinali,Use o cupom VIVICARDI15 e ganhe descontos em todo o site da Insider #insiderstore ...,2024-12-17T22:37:20Z,26,UC93_xuo0y_ACPaGJ6NlfaSg,Vivi Cardinali - Estilo Referência
h1C7HcKB8EQ,MALA INTELIGENTE DE VERÃO PARA 7 DIAS,11 PEÇAS VERSÁTEIS E FÁCEIS DE COMBINAR - MALA INTELIGENTE DE VERÃO PARA 7 DIAS 🔥 E não perca esse vídeo ...,2024-12-18T21:00:34Z,26,UCvUvH9YUYR05yHhXgTocc6g,Dede Leme
Yp7rJ5-5uFw,ESSA PLATAFORMA DE IA GRÁTIS E ILIMITADA FAZ COISAS INSANAS (AI Ease),A melhor plataforma gratis e ilimitada para edições Link: https://bit.ly/3Btpz8y 👉Meu curso completo sobre Inteligências Artificiais ...,2024-12-16T15:00:37Z,26,UCNMMFx2Z5DVBLnkbPcjjYpA,Preguiça Artificial
