video_id,video_title,video_description,published_at,category_id,channel_id,channel_title
yB8ehBMZlRc,25 Valentões que se Deram Mal,"Valentões que se Deram Mal... → Este vídeo é feito no formato de reportagem jornalística para fins informativos, educacionais e ...",2024-12-12T20:00:27Z,24,UCvxpoEkMVYUAmrbrVOkL6bw,VIRAIS INEXPLORADOS
5Gxd1CHpFN8,Famosas APAIXONADAS por Jason Momoa!,"Se você é fã de Jason Momoa, prepare-se para um mergulho nas histórias e curiosidades sobre o astro que conquistou corações ...",2024-12-13T20:58:37Z,24,UC4nUItMgiRbSLuTg1zDTsLw,Máquina do Entretenimento
XyrzQ--ErkE,O MOTIVO MAIS ABSURDO PARA TERMINAR UM CASAMENTO KKKKK,GANHE DINHEIRO COM YOUTUBE SEM APARECER ✓ INSCREVA-SE AQUI https://go.hotmart.com/X68788287U Esse ...,2024-12-12T21:00:30Z,24,UC8RBUIlmGZISM6CP8P3vjDA,Entretenimento Cortes Podcast
R7kZ85Bivm0,SENNA no FILME do Homem de Ferro | Podcortes Studio,"""🎙️ Bem-vindo(a) ao nosso canal de cortes de podcast! Aqui você encontra os melhores momentos e insights dos maiores ...",2024-12-09T15:15:01Z,24,UCeJppXRMrfyHRslRnE88CSg,PodCortes Studio
J8vP1TukJDQ,AS MAIORES ONDAS JA CAPTURADAS POR CÂMERA! | REACT FALA SÉRIO,"PS: VÍDEO RETIRADO DE VOD DO DIA 14/09, NA ÉPOCA QUE O CANAL FOI HACKEADO! FALA SÉRIO: ...",2024-12-08T18:00:13Z,24,UCVruJQDOaSltu7Z2ita64nQ,Cortes do Stag
jUBIAekyFFM,MONSTROS que marcaram a HISTÓRIA de Serial Killers no mundo,Neste vídeo relembramos os casos dos serial killers conhecidos como Jeffrey Dahmer e Ted Bundy. - Minhas demais redes ...,2024-12-09T21:00:34Z,24,UCrijbKcq54RKfYvVlc84QCg,"Daniel Pires, o Lenda"
hPB5P_9eT14,Grávida com 15 anos! Falta de valores virou entretenimento,Instagram: @chuviscopedro Tiktok: @chuviscopedro Discord: yt ñ deixa colocar link ainda... ▻ Contact ...,2024-12-12T22:00:33Z,24,UCdcbeCjGIwKKRw9JrmdMSOg,Chuvisco Pedro Lives
G__NaG-KcaM,João Guilherme visita o Instituto Ayrton Senna e mostrou detalhes | Faustão Na Band,João Guilherme visita o Instituto Ayrton Senna e mostrou detalhes exclusivos. Reveja! #FaustãoNaBand #BandTV Siga o Band ...,2024-12-11T21:00:06Z,24,UCgtn8IKvu8KJyp1mzOI5RQA,Band Entretê
V3GiygM2Voo,Famosas APAIXONADAS por Cristiano Ronaldo!,"Cristiano Ronaldo, além de ser um dos maiores jogadores de futebol de todos os tempos, também conquista corações fora dos ...",2024-12-10T19:35:04Z,24,UC4nUItMgiRbSLuTg1zDTsLw,Máquina do Entretenimento
stuxTPiZtco,"🧊 DESCUBRA PELOS PIXELS | Só gênios acertam os 60 filmes, séries e desenhos #quiz #macaquiz",CLICA AQUI! https://tinyurl.com/v47588yp Seja membro deste canal e ganhe benefícios: ...,2024-12-12T22:17:41Z,24,UChQg7gC8aVpGtBXOCq-npuA,MacaQuiz
hwhOQoOsYoQ,A INUSITADA HISTÓRIA DE AMOR DE MADERITE NO CONDOMÍNIO 69 KKKKKKKK,GANHE DINHEIRO COM YOUTUBE SEM APARECER ✓ INSCREVA-SE AQUI https://go.hotmart.com/X68788287U Esse ...,2024-12-12T21:00:32Z,24,UC8RBUIlmGZISM6CP8P3vjDA,Entretenimento Cortes Podcast
FuYKOIt4lWM,12 Erros em BLUEY que você TEM QUE VER,ESSE VÍDEO NÃO É DESTINADO A CRIANÇAS! É MAIS ADEQUADO PARA ESPECTADORES COM 13 ANOS OU MAIS.,2024-12-13T17:41:06Z,24,UCHriJV1mgzkQpLeLzcMZKog,Canal Planeta Teen
QXrM3n0O1S4,Jimmy Uso Funniest Hilarious Moments! | WWE Top Highlights,Get ready to laugh out loud as we dive into some of Jimmy Uso's most hilarious moments in WWE history! From backstage antics ...,2024-12-12T21:05:33Z,24,UCVVr2NNqLwGFszUH31OOzXA,Wrestling Threads
hnOizoC3Uec,Documentário sobre o Big Brother Brasil: saiba detalhes exclusivos!,"No 'A Tarde é Sua' desta segunda-feira (09), o colunista Gabriel Perline trouxe com exclusividade a lista dos primeiros nomes de ...",2024-12-09T20:41:31Z,24,UC1FGc8ShBBdN3ED2Vkh_a_Q,RedeTV! Entretenimento
kGqYYIV1_0g,A HISTÓRIA REAL DO FILME O CHAMADO,Principais fontes/créditos: 1) https://ihorror.com/the-real-japanese-story-that-helped-inspire-the-ring/ 2) ...,2024-12-12T21:00:24Z,24,UC4jHJsOhFa2w_ySI9fJ5p5w,Ju Cassini
eGX0L9veQlo,"Assista ao teaser do documentário sobre o Silvio Santos, que estreia neste domingo (08), no Mais SBT","O Fofocalizando chega às suas tardes com muito entretenimento, informação e prestação de serviço! De segunda a sexta, ...",2024-12-08T01:30:47Z,24,UCcYbSf9Zq381mIvEsesOTKA,Fofocalizando
impFPtYBTU8,Como os K-Dramas Estão Transformando o Mundo!,"Os K-Dramas são um fenômeno global que conquistaram milhões de fãs ao redor do mundo! Neste vídeo, exploramos os ...",2024-12-12T21:00:35Z,24,UCFaQFP3JTAwaHwIvX3m8OYA,RaoneVerso
ZR8D7cWvGDQ,GALVÃO BUENO DESABAFA E REVELA DETALHES SOBRE O DIA DO ACIDENTE DE AYRTON SENNA!,EPISÓDIO COMPLETO: https://www.youtube.com/watch?v=i0sp4t9LyTg&t=5356s&ab_channel=FlowSportClub Esse é o canal de ...,2024-12-12T22:04:21Z,24,UCc1OAoUJKHnuijcruI4YJgg,Hora do Corte | Podcast
insVWgKlMlY,🌊🌩️ MOANA 2 | 20 MEGA DESAFIOS (QUIZ ANIMADO) Só 3% das pessoas acertam tudo! #quiz,Bem-vindo ao canal mais emocionante de quiz de entretenimento! Prepare-se para testar seus conhecimentos e desafiar sua ...,2024-12-10T22:30:09Z,24,UC664DLek9ek1ZKrc4TLavBA,METAVERSO QUIZ
m6zFU6Y1nZs,ACIDENTES COM ANIMAIS EM CIRCOS QUE CUSTARAM A VIDA,"Por trás das luzes, risadas e aplausos que encantam o público, os circos escondiam histórias envolvendo animais selvagens.",2024-12-10T22:15:02Z,24,UC-ai85rTULcDKn3zYXnUxYw,Tendências
L5KbA7Us54k,ADIVINHE A NOVELA PELA MÚSICA [3],ADIVINHE A NOVELA PELA MÚSICA - Parte 3 O objetivo do jogo é adivinhar qual é a novela pela música tocada. * Essas ...,2024-12-13T21:06:00Z,24,UCMZQYoob0dxV820RcFqtICg,Valéria Alessandra
Fe9VLKyfSc0,animes que são considerados obras-primas prt3,"Em nossa jornada pela rica tapeçaria do anime, exploramos em profundidade as obras que transcendem a mera categoria de ...",2024-12-10T15:00:28Z,24,UCcUuL-XE-J2xqdcQtVAd7xQ,JJSENPAI
qkwVCeS1kKI,A HISTÓRIA DA GALINHA DOS OVOS DE OURO - versão Gabriel e Shirley,"Fizemos o filme de A Galinha dos Ovos de Ouro, só que na versão baixo orçamento!",2024-12-13T22:00:36Z,24,UC8f05kF72flEueRPXDU-srw,Gabriel e Shirley
dYHbS0kdSB0,OS MELHORES MEMES DA INTERNET | TENTE NÃO RIR #01,"Atenção | Direitos Autorais Em caso de discordância, sobre o uso autoral desta obra, se você for detentor legitimo dos respectivos ...",2024-12-13T14:19:16Z,24,UCEao9FHf77EJs4xBxhYUqbA,AMANTES DO FUTEBOL 
0u3YxQbX76w,Cantora Gabi Melim desabafa sobre diagnóstico da doença Paralisia de Bel | DOMINGO ESPETACULAR,Assista Domingo Espetacular https://youtube.com/playlist?list=PLQ-E2sV4FOVuTsL3ats20eIgAVtXdbuGI Inscreva-se no canal ...,2024-12-09T12:10:00Z,24,UCoRz1sARw5el7c9WhVf6mkQ,RECORD CABO VERDE
P-SYG5eXpAo,IDADE DE CADA NINJA DA AKATSUKI EM NARUTO,Você sabia a idade exata em que os membros da Akatsuki entraram para a organização mais temida do mundo ninja de Naruto?,2024-12-12T14:15:06Z,24,UC5H1HybO3ha6_qY8pfJGCJQ,Radar Anime
D5zrq5aOlpA,🚨🎬REAGINDO A 5 MAIORES FRACASSOS E 5 MAIORES SUCESSOS DE 2024 🎬🚨(EINERD),Filmes #Filmes2024 #Cinema2024#react ME AJUDAAA https://www.youtube.com/channel/UCPcrVmIMEXLXPTO4mXSIS8A ...,2024-12-09T16:55:25Z,24,UCPcrVmIMEXLXPTO4mXSIS8A,Mike React
p08RD6qhfRU,MULHERES APAIXONADAS - CONFIRA COMO ESTÃO OS ATORES 21 ANOS DEPOIS DA ESTREIA,"A história se desenvolve em torno de Helena (Cristiane Torloni), uma mulher que resolve viver uma nova paixão após 15 anos de ...",2024-12-09T15:00:51Z,24,UCsTWwqJGMTseiszIoh6qnTg,In Fact
VKzjTR0RZuo,12 DESENHOS BANIDOS Em Outros Países Que Você Nem Faz Ideia!,TODOS os MINISÓDIOS de Bluey Explicados! https://youtu.be/Z5KhUkhSMn8 20 DETALHES OCULTOS Que Você NUNCA ...,2024-12-11T15:00:38Z,24,UCDUfbl8ZL-llhj06IL84rRA,Teen Vídeos
Vr80ude8b9s,6 PIORES Filmes de 2024,"O ano está chegando ao fim. E entre muitos filmes bons, tivemos também diversas bombas. Hoje separamos uma lista com ...",2024-12-10T21:00:18Z,24,UCferfyAeOJAjS9GoI4td6gg,Canal PeeWee
0u3YxQbX76w,Cantora Gabi Melim desabafa sobre diagnóstico da doença Paralisia de Bel | DOMINGO ESPETACULAR,Assista Domingo Espetacular https://youtube.com/playlist?list=PLQ-E2sV4FOVuTsL3ats20eIgAVtXdbuGI Inscreva-se no canal ...,2024-12-09T12:10:00Z,24,UCoRz1sARw5el7c9WhVf6mkQ,RECORD CABO VERDE
P-SYG5eXpAo,IDADE DE CADA NINJA DA AKATSUKI EM NARUTO,Você sabia a idade exata em que os membros da Akatsuki entraram para a organização mais temida do mundo ninja de Naruto?,2024-12-12T14:15:06Z,24,UC5H1HybO3ha6_qY8pfJGCJQ,Radar Anime
E9ya07UXXnQ,Fátima Bernardes ganha novo programa estilo Hebe na Globo,Seja membro deste canal e ganhe benefícios: https://www.youtube.com/channel/UCGmBxVhH1bVGvKKwQDX2RYQ/join #TV ...,2024-12-08T16:19:17Z,24,UCGmBxVhH1bVGvKKwQDX2RYQ,Ergaro TV
ldjkozQq6gQ,15 vídeos do TikTok que vão fazer você CHORAR de rir!,"15 vídeos do TikTok que vão fazer você CHORAR de rir!. Neste compilado hilariante, mergulhe nas risadas proporcionadas pelos ...",2024-12-09T23:00:17Z,24,UCmq2JwNTOV3MevzFo4p6oLA,Mineiro do Norte
eRPZKy0A9rA,Globo 1985 programação antiga,"Ah, o ano de 1985! Quem viveu sabe a magia que era assistir à programação infantil da Globo nos domingos. Começava com ...",2024-12-08T21:00:19Z,24,UCBzgucuD2LCyka67NalhNjw,TUBO TV
VKzjTR0RZuo,12 DESENHOS BANIDOS Em Outros Países Que Você Nem Faz Ideia!,TODOS os MINISÓDIOS de Bluey Explicados! https://youtu.be/Z5KhUkhSMn8 20 DETALHES OCULTOS Que Você NUNCA ...,2024-12-11T15:00:38Z,24,UCDUfbl8ZL-llhj06IL84rRA,Teen Vídeos
Vr80ude8b9s,6 PIORES Filmes de 2024,"O ano está chegando ao fim. E entre muitos filmes bons, tivemos também diversas bombas. Hoje separamos uma lista com ...",2024-12-10T21:00:18Z,24,UCferfyAeOJAjS9GoI4td6gg,Canal PeeWee
It3FGpVN7vc,O PAPAI NOEL MALIGNO | SUPERNATURAL,"No Hick RECAPS, mergulhamos no mundo emocionante do cinema e das séries para trazer a você análises detalhadas, teorias ...",2024-12-09T21:00:16Z,24,UCFS1XDjs9Q1euXlEAWHFC7w,HICK RECAPS
D5zrq5aOlpA,🚨🎬REAGINDO A 5 MAIORES FRACASSOS E 5 MAIORES SUCESSOS DE 2024 🎬🚨(EINERD),Filmes #Filmes2024 #Cinema2024#react ME AJUDAAA https://www.youtube.com/channel/UCPcrVmIMEXLXPTO4mXSIS8A ...,2024-12-09T16:55:25Z,24,UCPcrVmIMEXLXPTO4mXSIS8A,Mike React
hVdbwMM4-Xs,Elenco revela detalhes de nova série original Disney+ | PIPOCA DA PAN,A Jovem Pan Entretê traz uma conversa exclusiva com o elenco da nova série original do Disney+! Eles revelam tudo sobre os ...,2024-12-10T15:10:42Z,24,UCsahCqRiZarflb9vXpAOVtQ,Jovem Pan Entretenimento
iEwHPWxUY9g,🐶🔵 BLUEY | ADIVINHE PELA VOZ | Só 3% dos fãs acertam todas! #macaquiz #quiz #bluey,Se inscreva no canal! ⚠️⚠️⚠️ ➡️➡️➡️ https://tinyurl.com/v47588yp ⬅️⬅️⬅️ BLUEY | ADIVINHE PELA VOZ ...,2024-12-10T20:40:21Z,24,UChQg7gC8aVpGtBXOCq-npuA,MacaQuiz
g_jYSdd2dNg,"A BIZARRA sitcom de ADOLF HITLER (Heil Honey, I&#39;m Home)","A sitcom britânica ""Heil Honey, I'm Home"", escrita por Geoff Atkinson e dirigida por Juliet May, foi ao ar no dia 30/09/1990, ...",2024-12-11T20:00:06Z,24,UCfwAiWW-xJgXlQ7Zsr_GY6A,TDAH - Tem Documentário Aleatório Hoje
m_H2VvSQBZI,✢ [Especial de Hallowen] ⇝ A Cabana Amaldiçoada {Parte 1} (+14) | ✎ • The Reds AudioFic,"Olá, seja bem-vindo a descrição! •° SINOPSE °• Após um semestre exaustivo na universidade, quatro amigos - Nicole, Elisa, ...",2024-12-09T23:10:21Z,24,UCJHTSh2tpa1401S8s7p8Q9Q,The Reds AudioFic
Jy4UAD4yWqY,"🎁🎅🙏 ESCOLHA SEU PRESENTE DIVERTIDA MENTE 2 ✝️ ESPECIAL JESUS, PAPAI NOEL 🌈 #dinoquiztopia #quiz",[NOVIDADE ESPECIAL PARA VOCÊ]⚠️⬇️ ➡️ Clique Aqui   https://bit.ly/familiababydinoquiz ESCOLHA SEU ...,2024-12-13T23:16:23Z,24,UCRfpyZTPVrag4oHrnQmAGUg,Dino Quiztopia
PR99Ktv1CkY,🔁🍟🍭FINI OU RUFFLES? O QUE VOCÊ PREFERE? 🍔Edição: COMIDAS DIVERTIDAMENTE 2 🍟 🇧🇷  #dinoquiztopia #quiz,[NOVIDADE ESPECIAL PARA VOCÊ]⚠️⬇️ ➡️ Clique Aqui   https://bit.ly/familiababydinoquiz O QUE VOCÊ ...,2024-12-11T21:00:15Z,24,UCRfpyZTPVrag4oHrnQmAGUg,Dino Quiztopia
jcgbkSnG-fM,Interpretei GALVÃO BUENO na série da Netflix | Podcortes Studio,"""🎙️ Bem-vindo(a) ao nosso canal de cortes de podcast! Aqui você encontra os melhores momentos e insights dos maiores ...",2024-12-12T21:15:04Z,24,UCeJppXRMrfyHRslRnE88CSg,PodCortes Studio
skyiiabNBQk,How @RDCworld1  broke barriers by forging an inclusive anime community | #YouTubeBlack,Mark Phillips & Affiong Harris established an approach to lofi sketches that inspired future creators and put RDCworld1 at the ...,2024-12-13T17:00:03Z,24,UCBR8-60-B28hp2BmDPdntcQ,YouTube
A6-Ixs5zPno,Psychopathic Child Patient Freaks Out The Doctors | Chicago Med | Sirens,A child psychopath has the doctors confused. From Chicago Med Season 1 Episode 14 'Hearts' - Dr Choi and Dr Charles are ...,2024-12-11T19:00:09Z,24,UCjvfUm-qDziQCx7e2BRFD1Q,Sirens
FbimcMYWt7U,FAMOSOS QUE ERAM RICOS PERDERAM TUDO E FORAM MORAR NAS RUAS DEPOIS DA FAMA,"O que aconteceu com essas estrelas? Neste vídeo emocionante, vamos contar histórias de artistas que viveram o auge da fama, ...",2024-12-11T21:00:08Z,24,UCgYih5HDxwv1VzcCq0_f7zw,Matheus Aguiar Rede SharedPDonwloads
WHbHvQFXpkM,O MONTANHA EXPULSOU OS VALENTÕES DA MANSÃO! - A VINGANÇA,Nosso Show: https://www.rafaeluizshow.com.br/ Mochilas Rafa & Luiz: https://br.shp.ee/uzHvMff Álbum de figurinhas: ...,2024-12-11T21:00:11Z,24,UC6paX0kLA8D81aYogceMufw,Rafa & Luiz
v7x3updc27Q,QUIZ DE NATAL🎄🎅 | Paraíso do Quiz,"O desafio de hoje é acertar as 15 perguntas sobre o Natal. Quase ninguém acerta todas, será que você consegue?! Ao final ...",2024-12-11T20:17:17Z,24,UC613OrY3GJ9_JmfG-NS4xKQ,Paraíso do Quiz
_vk3doD8RZA,THE LANTERN WHO WIELDED EVERY POWER RING!,The Lantern Who Mastered All Power Rings!,2024-12-10T15:22:57Z,24,UCMtl8E8LRP9e_nHXoOJeRlg,Geek Master
xRn38SC7cXk,Eventos Sobrenaturais Capturados: Você Acredita no Que Viu?,"""Bem-vindo à República das Bananas, o canal onde o mistério ganha vida e o suspense toma conta! Aqui você encontrará ...",2024-12-10T09:00:56Z,24,UCDT4_dPeKH6LxVHPj6BapJQ,Republica das Bananas
dnBkfp5IJkw,TOP 10 PIADAS QUE TODO VELHO CONTA (PARTE—2),Obrigado por assistir o vídeo eu e tua mãe te amamox ME VISITE INSTAGRAM.... https://www.instagram.com/o_venturaaa ...,2024-12-09T19:00:31Z,24,UC2OhSPXbigEe3zD9CfU9ziQ,O Laskado
gUwk5L6Fi68,Sr sir or banku ki school life (part 4) #schoollife #comedy #srindori09 #srsir #banku  #dolly,,2024-12-08T12:40:01Z,24,UC82zXS19H5k-AYKCN7gyaUQ,DS COMEDY
TV-N1hUpsjc,Tentando rir com Deadpool &amp; Wolverine,Mais uma vez estou aqui tentando rir com um filme de comédia. Dessa vez assisti Todo poderoso Esse é um corte de uma das ...,2024-12-11T22:45:01Z,24,UC42ZBFGMKZkg4YaQ_T6pNEw,Defenestra - Cortes do Cescon
2INqkOrH-zY,MELHORES MOMENTOS do DILERA no RODA SOLTA - 10 MINUTOS DE TIQUES,Melhores momentos do Dilera no programa do Roda Solta. Seja membro deste canal e ganhe benefícios: ...,2024-12-13T21:00:03Z,24,UCnoeh0zYP2lxBk83J-_FjEQ,GBL Cuts
UzPdTCDn2ro,POR QUE assistir COWBOY BEBOP? O ANIME ATEMPORAL!,Neste vídeo trago os motivos para você dar uma chance a belíssima obra de Cowboy Bebop. O que tem de tão especial? Vale a ...,2024-12-12T16:30:08Z,24,UCH4rP34wIZ_GhsEURB55uDw,Cigarro Torto
GgPhS96RR6Q,ASSISTA ESSES FILMES SE QUISER FICAR FELIZ | TESOUROS DO CINEMA,"Sabe aqueles filmes que aquecem o coração, como um cobertor quentinho em um dia frio? ✨ No vídeo de hoje, compartilho ...",2024-12-09T15:00:18Z,24,UCqcoR7HkA4w-a7eZvZ0HaNQ,Rique 
dK1Qn99C0Io,🌎🌞 Ela DESCOBRIU o SEGREDO do PORTAL para 4 DIMENSÃO E SALVOU o Mundo da GUERRA FINAL 💥Filme de Ação,"CineTiVi #filmescurtos #clipsdefilmes #resumodefilmes clipesdefilmes,resumodefilmes,recap,recap filmes,resumo de filmes ...",2024-12-11T22:51:16Z,24,UCj3-l0TXi0eQ5ah2JneW7pg,CineTiVi Filmes Curtos
rN7q3DUodyI,EM BUSCA DE UM NAMORADO PRA PORTUGUESA | #WEBBULLYING EM LISBOA/PORTUGAL | MAURÍCIO MEIRELLES,Você não vai encontrar uma portuguesa mais maluca que a Matilde. Siga no Instagram: MAURÍCIO MEIRELLES @maumeirelles ...,2024-12-08T21:00:32Z,24,UCPr9frWhoR-Xjyp58Ab9ynA,Maurício Meirelles
y9uIrKRN1YI,Last Man Standing Cast 2024: Where Are They Now|⭐ OSSA,"Last Man Standing is still a hit, even though it ended 3 years ago. Let's have a look at what the Last Man Standing cast is up to ...",2024-12-09T15:01:11Z,24,UCQfKpN66UN8d5Z15gFV9PGQ,OSSA
gJR5-ib06ZU,Mavi traz FELIPA GRÁVIDA para o Brasil e ESTRAGA casamento da Viola - Novela Mania de Você,Mavi traz FELIPA GRÁVIDA para o Brasil e ESTRAGA casamento da Viola - Novela Mania de Você Compartilhe esse vídeo com ...,2024-12-12T15:45:01Z,24,UCcnZhXhCzjtCbrCbs1qlTlA,FALA NOVELA
_HaQqZrB5lQ,The Top 5 Most Viewed &#39;Friends&#39; Clips of 2024,"In 2024, we celebrated 30 incredible years of ""Friends"" with our fans from all around the world. Check out which scenes got the ...",2024-12-13T15:00:44Z,24,UCijVIIfFzspulKc7yWA2Qhg,Friends
jRSW7A_iMnk,"TAMO JUNTO, IRMÃO - Optimus Prime &amp; Megatron (Transformers: O Início)","TAMO JUNTO, IRMÃO - Um resumo de Optimus Prime e Megatron, que já foram grandes amigos, se tornaram inimigos mortais.",2024-12-08T00:30:31Z,24,UCZCj0D8ccBb4CDsoCecrhog,ATHYS
FRBz0UTmwIg,The Fast and the Furious… but it’s only Brian O’Conner’s 1994 Toyota Supra Mk4,Paul Walker's love for cars made these scenes unforgettable. Experience the legendary 1994 Toyota Supra like never before!,2024-12-09T15:45:57Z,24,UC_-TlAK70cPXnH6LPmOVCCg,THAT3GGT
d8iolfKCWKM,🌊🐓🐖 MOANA 🌺🌴 O QUE VOCÊ PREFERE PARA MOANA 3? 🌀🌊 #dinoquiztopia #oquevocêprefere #quiz #moana2,[NOVIDADE ESPECIAL PARA VOCÊ]⚠️⬇️ ➡️ Clique Aqui   https://bit.ly/familiababydinoquiz MOANA O ...,2024-12-08T12:00:44Z,24,UCRfpyZTPVrag4oHrnQmAGUg,Dino Quiztopia
RVEjJvcgFgk,ELE VIVE! ROCKS D. XEBEC - A VOLTA DO PIRATA MAIS PODEROSO DE TODO ONE PIECE EM ELBAPH,Se inscreva na Alura com 15% de desconto https://alura.tv/mangaq GROWTH SUPLEMENTOS DESCONTO COM O CUPOM: ...,2024-12-10T15:00:33Z,24,UCAjbAPiBK_LIHoh1OlrXrPg,Canal MangaQ
ntUZp1UUVL4,Reação Trailer - INVENCÍVEL (TEMPORADA 3) - O Mark Tá Bruto! O Pau Vai Comer Bonito!,Bora para mais um vídeo de reação porque saiu o trailer da 3ª temporada de Invencível pela Amazon Prime Vídeo. Vamos ...,2024-12-09T16:00:45Z,24,UCV0UmzydrPZAnOE0AxbkcCw,Zona E
vvGpzhmib64,"TOP 10 FILMES: AGENTE STONE, ENTRE MULHERES, PASSAGENS, O HOMEM IDEAL, HOLY SPIDER E MUITO MAIS","Os 10 melhores filmes do streaming: crítica, curiosidades e bastidores de Agente Stone, Casamento em família, Entre mulheres, ...",2024-12-12T22:00:37Z,24,UChpAvUitXjshiN-jqBQPBVw,Franthiesco Ballerini
a6i_495PwCM,Asenate e José têm um bebé | Gênesis,"Vários anos se passaram e Asenate engravida e dá à luz Manassés, o filho primogénito de José. #recordeuropa #gênesis ...",2024-12-11T16:33:26Z,24,UC-OAb1sTjfO6cJYVdn_1GgA,RECORD EUROPA
rLb_MGTAT_k,Celebrity House Tier List,Mansions. Tiny homes. Airport Runways. These are the most unusual and unexpected homes of the world's most famous ...,2024-12-08T15:01:03Z,24,UCuVx15-3ONDR4ZK_cSfbyYA,tommy stacks
DKH9Q0rzAz0,A BONECA DO ESPELHO  #horror #sobrenatural #fantasmas #fatosbizarros #lendasobscuras #lendaurbana,"Bem-vindo ao Terror e Mistério! Aqui, você encontra histórias assustadoras, mistérios sobrenaturais e contos inéditos que vão te ...",2024-12-08T23:30:01Z,24,UCQmlIPnrdNphiCUEkyWmGAQ,Terror e Mistério
YOMO_JaXLcI,O AMIGO SECRETO DAS PRINCESAS - muita confusão,Show Gabriel e Shirley: www.linktr.ee/gabrieleshirley O conteúdo deste e de todos os vídeos do canal tem como principal intuito ...,2024-12-11T22:00:20Z,24,UC8f05kF72flEueRPXDU-srw,Gabriel e Shirley
Hoc-WJ7wAAk,Gustavo Mioto fala com Leo Dias sobre término com Ana Castela | Fofocalizando (13/12/24),"Em entrevista exclusiva a Leo Dias, Gustavo Mioto fala sobre término com Ana Castela ...",2024-12-13T21:23:09Z,24,UCcYbSf9Zq381mIvEsesOTKA,Fofocalizando
jeh1zvsQqM0,"RC Lightning McQueen Laba Laba Panjang, Tayo Dancing Laba Laba Rescue, RC Shin Sonic Eater","RC Lightning McQueen Laba Laba Panjang, Tayo Dancing Laba Laba Rescue, RC Shin Sonic Eater.",2024-12-10T11:54:52Z,24,UCJQJmJgZZQgof_TtexwZO3w,McQueen Rebornn
pLZR7Vzf2x8,A Guerra do Afeganistão Foi Muito Mais Sobrenatural do que Você Imagina! #RelatoSobrenatural,"Neste vídeo, trazemos uma narrativa envolvente inspirada nos relatos e imaginário de soldados durante missões em regiões ...",2024-12-11T21:55:17Z,24,UCqJsoxcXxOsNkRnNXIlOQSg,Histórias Não Contadas Oficial
ytuLgRohQgo,Hibojo Episódio 2 : Rayibo???,Dubladores : @ErisRianCosta-uo2gl @nicolasaraujo1767 ‎@stickman4622 #humor #nfloppa #nnflop #nofloop Esperando ...,2024-12-13T16:35:52Z,24,UCs-MInW1ld9Ekkx6DksM2Jg,Stickman BR
KlQSTYfQRjk,A CASA MONSTRO NÃO É UM FILME INFANTIL !,"Nesse vídeo de resumão eu vou te mostrar que o filme ""a casa monstro"" de 2006 é uma verdadeira obra prima , e com certeza é ...",2024-12-11T22:30:03Z,24,UCpkuQe6UQzBMhytj6OSuFyg,Morfeu
nRoEDsCgrHk,03 FILMES DE TERROR/AÇÃO NATALINO QUE VOCÊ PRECISA ASSISTIR - OU NÃO,Se liga aí!! Nesse vídeo trouxemos algumas opções de filmes para você assistir no natal. Esperamos que goste do vídeo.,2024-12-10T21:00:36Z,24,UC9hPXRLqkCtPytmBe97R76g,Sinistragem
p_iLUl1YA_0,1 ano de Milei na Argentina: como o libertário mudou a economia do país até agora,Javier Milei foi eleito presidente da Argentina em dezembro de 2023 se autodescrevendo como libertário e anarcocapitalista e ...,2024-12-09T23:59:23Z,25,UCthbIFAxbXTTQEC7EcQvP1Q,BBC News Brasil
p-qkAVd3boY,Crise na Síria: CNN tem acesso à maior prisão política do governo Assad | CNN PRIME TIME,"Após a queda do governo da Síria, rebeldes libertaram prisioneiros em uma detenção próxima à capital do país, Damasco.",2024-12-10T01:13:48Z,25,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil
y-esXw0Un2w,Guerra na Síria: A ofensiva que levou à queda de Bashar al-Assad e à tomada de Damasco por rebeldes,Rebeldes sírios colocaram fim no governo de Bashar al-Assad - um regime que estava há quase 25 anos no poder e há 13 anos ...,2024-12-08T19:06:33Z,25,UCthbIFAxbXTTQEC7EcQvP1Q,BBC News Brasil
KOjqAOyFK_Q,Correspondente da CNN percorre celas da maior prisão política de Assad na Síria | BASTIDORES CNN,A correspondente da CNN Giovanna Vial percorreu as celas e as salas de tortura da maior prisão política do regime do ditador ...,2024-12-10T17:27:08Z,25,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil
OBil3UzVuHw,"Las 5 noticias de política esta semana, 9 de diciembre de 2024 | Noticias Telemundo",Video oficial de Noticias Telemundo. Hegseth no cede ante las denuncias de mala conducta. El presidente dice que no tiene ...,2024-12-09T22:42:15Z,25,UCRwA1NUcUnwsly35ikGhp0A,Noticias Telemundo
1-nW6h1QJg8,TV estatal síria declara “derrubada do regime criminoso de Assad” | AGORA CNN,"Na TV estatal da Síria, durante a madrugada deste domingo (8), uma mensagem, acompanhada de música revolucionária e ...",2024-12-08T12:20:49Z,25,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil
6ZAGhtvbVWU,Arthur Lira: Cada Poder deve se recolher à sua competência | CNN ARENA,"O presidente da Câmara dos Deputados, Arthur Lira, falou à imprensa nesta terça-feira (10) sobre as votações no Congresso ...",2024-12-10T22:08:00Z,25,UCvdwhh_fDyWccR42-rReZLw,CNN Brasil
